1,,プロローグ,老人モーリッツ,赤,人狼CO,老:人狼CO ,.,.,,,,
2,,プロローグ,老人モーリッツ,赤,CO希望,:霊能者 ,.,.,,,,
3,,プロローグ,老人モーリッツ,赤,Over,,.,.,,,,
4,,1日目,木こりトーマス,灰,占い,樵:神:人間,.,.,,,,
5,1,1日目,負傷兵シモン,白,CO ,兵:非占い師CO 兵:非霊能者CO ,.,.,,,,
6,2,1日目,青年ヨアヒム,白,CO ,青:非占い師CO 青:非霊能者CO ,.,.,,,,
7,3,1日目,木こりトーマス,白,CO ,樵:占い師CO 樵:非霊能者CO ,.,.,,,,
8,4,1日目,司書クララ,白,CO ,書:非占い師CO 書:非霊能者CO ,.,.,,,,
9,5,1日目,青年ヨアヒム,,Skip,,.,.,,,,
10,6,1日目,シスターフリーデル,白,CO ,修:非占い師CO 修:非霊能者CO ,.,.,,,,
11,7,1日目,神父ジムゾン,白,CO ,神:非占い師CO 神:非霊能者CO ,.,.,,,,
12,8,1日目,少年ペーター,白,CO ,年:非占い師CO 年:非霊能者CO ,.,.,,,,
13,9,1日目,少年ペーター,,Skip,,.,.,,,,
14,10,1日目,ならず者ディーター,白,CO ,者:非占い師CO 者:非霊能者CO ,.,.,,,,
15,11,1日目,老人モーリッツ,白,CO ,老:占い師CO 老:非占い師CO ,.,.,,,,
16,12,1日目,行商人アルビン,白,CO ,商:非占い師CO 商:非霊能者CO ,.,.,,,,
17,13,1日目,少女リーザ,白,CO ,妙:非占い師CO 妙:非霊能者CO ,.,.,,,,
18,14,1日目,行商人アルビン,,Skip,,.,.,,,,
19,15,1日目,旅人ニコラス,白,CO ,旅:霊能者CO 旅:非占い師CO ,.,.,,,,
20,16,1日目,司書クララ,,Skip,,.,.,,,,
21,17,1日目,少女リーザ,,Skip,,.,.,,,,
22,18,1日目,老人モーリッツ,白,占い結果 ,神:人間,.,.,,,,
23,19,1日目,負傷兵シモン,,Skip,,.,.,,,,
24,20,1日目,木こりトーマス,白,占い結果 ,神:人間,.,.,,,,
25,21,1日目,旅人ニコラス,,Skip,,.,.,,,,
26,22,1日目,神父ジムゾン,,Skip,,.,.,,,,
27,23,1日目,ならず者ディーター,,Skip,,.,.,,,,
28,24,1日目,シスターフリーデル,,Skip,,.,.,,,,
29,25,1日目,青年ヨアヒム,白,希望 ,,吊り希望:妙.,.,,,,
30,26,1日目,青年ヨアヒム,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:人狼寄り 老:非村人 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
31,27,1日目,行商人アルビン,白,希望 ,,吊り希望:妙.,.,,,,
32,28,1日目,少年ペーター,白,希望 ,,吊り希望:妙.,.,,,,
33,29,1日目,行商人アルビン,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 旅:非村人 旅:人狼寄り 老:非村人 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
